user_id,rank,exposure,artist,user_country,user_age,user_gender,artist_country,artist_gender,language,popularity_bin
654,7,0.3333333333333333,Four Tet,CA,18,m,UK,Male,no_lyrics,high
654,8,0.31546487678572877,John Mayer,CA,18,m,IN,Male,en,high
654,9,0.3010299956639812,John Mayer,CA,18,m,IN,Male,en,high
654,10,0.2890648263178879,Adele,CA,18,m,UK,Female,en,high
538,1,1.0,Lush,US,23,m,FI,Male,en,high
538,2,0.6309297535714575,Aldous Harding,US,23,m,NZ,Female,en,high
538,3,0.5,Jenny Lewis,US,23,m,US,Female,en,high
538,4,0.43067655807339306,Jenny Lewis,US,23,m,US,Female,en,high
538,5,0.38685280723454163,Perfume Genius,US,23,m,US,Male,no_lyrics,high
538,6,0.3562071871080222,Sharon Van Etten,US,23,m,US,Female,en,high
538,7,0.3333333333333333,Sharon Van Etten,US,23,m,US,Female,en,high
538,8,0.31546487678572877,Lush,US,23,m,FI,Male,en,high
538,9,0.3010299956639812,Snail Mail,US,23,m,US,Female,en,high
538,10,0.2890648263178879,Snail Mail,US,23,m,US,Female,en,high
860,1,1.0,Bryan Adams,DE,20,f,CA,Male,en,high
860,2,0.6309297535714575,Ariana Grande,DE,20,f,US,Female,en,high
860,3,0.5,Sia,DE,20,f,AU,Female,en,high
860,4,0.43067655807339306,Miley Cyrus,DE,20,f,US,Non-binary,en,high
860,5,0.38685280723454163,Michael Sembello,DE,20,f,US,Male,no_lyrics,high
860,6,0.3562071871080222,Adele,DE,20,f,UK,Female,en,high
860,7,0.3333333333333333,John Mayer,DE,20,f,IN,Male,en,high
860,8,0.31546487678572877,Lil Nas X,DE,20,f,US,Male,en,high
860,9,0.3010299956639812,Jessie J,DE,20,f,UK,Female,en,high
860,10,0.2890648263178879,Britney Spears,DE,20,f,US,Female,en,high
313,1,1.0,Queen,NO,20,m,JP,Female,en,high
313,2,0.6309297535714575,DJ Shadow,NO,20,m,US,Male,en,high
313,3,0.5,Marilyn Manson,NO,20,m,US,Male,en,high
313,4,0.43067655807339306,Britney Spears,NO,20,m,US,Female,en,high
313,5,0.38685280723454163,Michael Sembello,NO,20,m,US,Male,no_lyrics,high
313,6,0.3562071871080222,Moby,NO,20,m,US,Male,en,high
313,7,0.3333333333333333,Adele,NO,20,m,UK,Female,en,high
313,8,0.31546487678572877,Britney Spears,NO,20,m,US,Female,en,high
313,9,0.3010299956639812,Ariana Grande,NO,20,m,US,Female,en,high
313,10,0.2890648263178879,Ariana Grande,NO,20,m,US,Female,en,high
500,1,1.0,Sia,BR,20,f,AU,Female,en,high
500,2,0.6309297535714575,Beyoncé,BR,20,f,US,Female,en,high
500,3,0.5,Robyn,BR,20,f,SE,Female,en,high
500,4,0.43067655807339306,Travis Scott,BR,20,f,US,Male,en,high
500,5,0.38685280723454163,Taylor Swift,BR,20,f,US,Female,en,high
500,6,0.3562071871080222,Britney Spears,BR,20,f,US,Female,en,high
500,7,0.3333333333333333,Rita Ora,BR,20,f,UK,Female,en,high
500,8,0.31546487678572877,Adele,BR,20,f,UK,Female,en,high
500,9,0.3010299956639812,Mariah Carey,BR,20,f,US,Female,en,high
500,10,0.2890648263178879,Lorde,BR,20,f,NZ,Female,en,high
215,1,1.0,Rush,UK,33,m,US,Male,en,high
215,2,0.6309297535714575,Rush,UK,33,m,US,Male,en,high
215,3,0.5,Bryan Adams,UK,33,m,CA,Male,en,high
215,4,0.43067655807339306,2Pac,UK,33,m,US,Male,en,high
215,5,0.38685280723454163,Hugo Kant,UK,33,m,FR,Male,no_lyrics,mid
215,6,0.3562071871080222,Rush,UK,33,m,US,Male,en,high
215,7,0.3333333333333333,Belchior,UK,33,m,BR,Male,pt,high
215,8,0.31546487678572877,Serj Tankian,UK,33,m,US,Male,en,high
215,9,0.3010299956639812,Dimension,UK,33,m,ES,Male,en,high
215,10,0.2890648263178879,Chuck Berry,UK,33,m,US,Male,en,high
382,1,1.0,Billy Joel,SE,24,m,US,Male,en,high
382,2,0.6309297535714575,Haddaway,SE,24,m,DE,Male,en,high
382,3,0.5,Beck,SE,24,m,DK,Male,en,high
382,4,0.43067655807339306,Billy Joel,SE,24,m,US,Male,en,high
382,5,0.38685280723454163,Michael Sembello,SE,24,m,US,Male,no_lyrics,high
382,6,0.3562071871080222,Lil Nas X,SE,24,m,US,Male,en,high
382,7,0.3333333333333333,Dolly Parton,SE,24,m,US,Female,en,high
382,8,0.31546487678572877,Corinne Bailey Rae,SE,24,m,UK,Female,en,high
382,9,0.3010299956639812,Britney Spears,SE,24,m,US,Female,en,high
382,10,0.2890648263178879,Queen,SE,24,m,JP,Female,en,high
370,1,1.0,Ariana Grande,IT,22,m,US,Female,en,high
370,2,0.6309297535714575,Beck,IT,22,m,DK,Male,en,high
370,3,0.5,Bryan Adams,IT,22,m,CA,Male,en,high
370,4,0.43067655807339306,Lil Nas X,IT,22,m,US,Male,en,high
370,5,0.38685280723454163,Michael Sembello,IT,22,m,US,Male,no_lyrics,high
370,6,0.3562071871080222,Britney Spears,IT,22,m,US,Female,en,high
370,7,0.3333333333333333,Billy Joel,IT,22,m,US,Male,en,high
370,8,0.31546487678572877,Dolly Parton,IT,22,m,US,Female,en,high
370,9,0.3010299956639812,Avril Lavigne,IT,22,m,CA,Female,en,high
370,10,0.2890648263178879,Billy Joel,IT,22,m,US,Male,en,high
902,1,1.0,Britney Spears,BR,15,m,US,Female,en,high
902,2,0.6309297535714575,Adele,BR,15,m,UK,Female,en,high
902,3,0.5,Britney Spears,BR,15,m,US,Female,en,high
902,4,0.43067655807339306,Taylor Swift,BR,15,m,US,Female,en,high
902,5,0.38685280723454163,Michael Sembello,BR,15,m,US,Male,no_lyrics,high
902,6,0.3562071871080222,Ariana Grande,BR,15,m,US,Female,en,high
902,7,0.3333333333333333,Ariana Grande,BR,15,m,US,Female,en,high
