1126	Tame Impala	41 Mosquitoes Flying In Formation	AU	Male	en	high
202	Toby Driver	470 Nanometers	US	Male	en	mid
1936	Benjamin Francis Leftwich	4AM in London	UK	Male	en	high
1761	Dean Blunt	50 CENT	UK	Male		high
419	Bonez MC	500 PS	DE	Male	de	mid
1393	Otto	6 Minutos	BR	Male	pt	mid
4025	John Frusciante	666	US	Male	en	high
2663	Craig David	7 Days	UK	Male	en	mid
2333	Giorgio Moroder	74 Is the New 24	IT	Male	en	mid
2688	Mineral	80-37	FI	Male	en	high
1209	Salmo	90MIN	IT	Male	it	high
2012	Kimbra	90s Music	US	Female	en	high
2153	Wyclef Jean	911	US	Male		low
1	Jason Mraz	93 Million Miles	US	Male	en	high
2970	Tom Waits	9th & Hennepin	US	Male	en	high
1369	Tove Lo	9th of october	SE	Female	en	high
3143	Thiaguinho	A Batucada Te Pegou	BR	Male	no_lyrics	low
879	Leonard Cohen	A Bunch of Lonesome Heroes	CA	Male	en	high
568	Emicida	A Cada Vento	BR	Male	pt	mid
2225	Elza Soares	A Carne	BR	Female	pt	low
4765	Moby	A Case For Shame	US	Male	en	high
2468	Paul McCartney	A Certain Softness	UK	Male	en	high
3335	Tycho	A Circular Reeducation	US	Male	no_lyrics	high
4139	Wild Nothing	A Dancing Shell	US	Male	en	high
3280	Seu Jorge	A Doida	BR	Male	pt	mid
3050	Phill Veras	A Estrada	BR	Male	pt	high
262	Rush	A Farewell to Kings	US	Male	en	high
3573	Maysa	A Felicidade	US	Female	pt	low
3160	Maria Rita	A Festa	BR	Female	pt	mid
3363	David Sylvian	A Fire In The Forest	UK	Male	en	mid
3523	John Frusciante	A Firm Kick	US	Male	en	high
3499	Ella Fitzgerald	A Foggy Day	US	Female	en	high
980	Peter Green	A Fool No More	UK	Male	en	low
231	Edwyn Collins	A Girl Like You	UK	Male	en	high
3390	Tom Waits	A Good Man Is Hard To Find	US	Male	en	high
613	Mitski	A Horse Named Cold Air	US	Female	en	high
1978	Dionne Warwick	A House Is Not A Home	US	Female	en	high
1796	Love	A House Is Not a Motel	JP	Female	en	high
4873	Marty Robbins	A Hundred and Sixty Acres	US	Male	en	mid
2667	Howard Shore	A Journey in the Dark	CA	Male	no_lyrics	high
659	Joe Walsh	A Life Of Illusion	US	Male	en	mid
346	Oswaldo Montenegro	A Lista	BR	Male	pt	high
4011	Jessica Simpson	A Little Bit	US	Female	en	mid
1074	Tom Waits	A Little Rain	US	Male	en	high
830	David Archuleta	A Little Too Not Over You	US	Male	en	mid
154	Conor Oberst	A Little Uncanny	US	Male	en	low
4373	The Kinks	A Long Way from Home	US	Male	en	high
4674	John Frusciante	A Loop	US	Male	en	high
4541	Violet Chachki	A Lot More Me	US	Non-binary	en	low
3887	Roy Orbison	A Love So Beautiful	US	Male	en	high
496	Ladyhawke	A Love Song	NZ	Female	en	high
2545	Sennek	A Matter Of Time	BE	Female	en	mid
3328	Céu	A Menina e o Monstro	BR	Female	pt	high
776	Adriana Calcanhotto	A Mulher do Pau Brasil	BR	Female	pt	high
339	Billy Bragg	A New England	UK	Male	en	mid
4695	Bright Light Bright Light	A New Word to Say	UK	Male		mid
1413	Caro Emerald	A Night Like This	NL	Female	en	low
150	Cyndi Lauper	A Night to Remember	US	Female	en	mid
706	Mariah Carey	A No No	US	Female	en	high
364	Fever Ray	A Part Of Us	SE	Non-binary	en	high
903	Rush	A Passage to Bangkok	US	Male	en	high
2062	David Gilmour	A Pocketful of Stones	UK	Male	en	high
1660	Marisa Monte	A Primeira Pedra	BR	Female	pt	high
2415	Elliott Smith	A Question Mark	US	Male	en	high
2269	Thalía	A Quien Le Importa	MX	Female	es	mid
2419	Reginaldo Rossi	A Raposa e As Uvas	BR	Male	pt	low
2801	Fito Páez	A Rodar Mi Vida	AR	Male	es	low
4040	Pitty	A Saideira	BR	Female	pt	high
4685	Arnaldo Antunes	A Samba	BR	Male	pt	mid
718	Gil Scott-Heron	A Sign of the Ages	US	Male		high
3470	Barbra Streisand	A Sleepin' Bee	US	Female	en	mid
1204	Leon Russell	A Song for You	US	Male	en	low
112	Richard Ashcroft	A Song for the Lovers	UK	Male	en	high
4489	Prurient	A Sorrow With A Braid	US	Male	en	mid
551	Vanessa Carlton	A Thousand Miles	US	Female	en	high
1301	Dwight Yoakam	A Thousand Miles From Nowhere	US	Male	en	mid
3813	Blaze Bayley	A Thousand Years	UK	Male	en	low
1905	Jane Monheit	A Time For Love	US	Female	en	mid
2514	Zé Keti	A Voz do Morro	BR	Male	no_lyrics	low
682	Tycho	A Walk	US	Male	no_lyrics	high
1634	Julie Delpy	A Waltz for a Night	FR	Female	en	low
3928	Amy Macdonald	A Wish For Something More	UK	Female	en	high
3899	Cher	A World Without Heroes	US	Female	en	high
2324	Chico Buarque	A história de Lily Braun	BR	Male	pt	high
4642	Françoise Hardy	A quoi ça sert	FR	Female	fr	low
3555	Joe Dassin	A toi	FR	Male	fr	high
204	Travis Scott	ASTROTHUNDER	US	Male	en	high
1044	Mitski	Abbey	US	Female	en	high
163	YOB	Ablaze	UK	Male		high
1100	Baths	Abscond	US	Male	en	high
3459	Lily Allen	Absolutely Nothing	UK	Female	en	high
4345	Bob Dylan	Absolutely Sweet Marie	US	Male	en	high
4304	Orianthi	According To You	AU	Female	en	low
3336	Ella Fitzgerald	Ace In The Hole	US	Female	en	high
1442	Di Melo	Aceito Tudo	BR	Male	pt	mid
1037	Anitta	Achei	BR	Female	pt	high
4677	Adriana Calcanhotto	Aconteceu	BR	Female	pt	high
4766	Marina Lima	Acontecimentos	BR	Female	pt	high
1932	Ludacris	Act A Fool	US	Male	en	mid
3530	Junkie XL	Action Radius	NL	Male	no_lyrics	low
345	St. Vincent	Actor Out of Work	US	Female	en	high
1874	Max Frost	Adderall	US	Male	en	mid
1335	Danny Brown	Adderall Admiral	US	Male	en	high
946	Sunmi	Addict	KR	Female	ko	high
4416	Madonna	Addicted	US	Female	en	high
4772	Tweet	Addicted	US	Female	en	low
3338	Wild Nothing	Adore	US	Male	en	high
3877	Jack Johnson	Adrift	US	Male		high
3533	Chelsea Wolfe	Advice & Vices	US	Female	en	high
2259	Machine Head	Aesthetics of Hate	JP	Male	en	high
3007	Bob Marley & The Wailers	Africa Unite	JM	Male		high
4413	Nina Hagen	African Reggae	DE	Female	de	low
2725	Brandy	Afrodisiac	BE	Male	en	mid
1819	Al Jarreau	After All	US	Male	en	low
63	Mr.Kitty	After Dark	US	Male	en	high
1479	IAMX	After Every Party I Die	DE	Male	en	high
405	Chelsea Wolfe	After the Fall	US	Female	en	high
3239	Boris	Afterburner	FR	Male	en	low
2314	Panda Bear	Afterburner	US	Male	en	high
3916	Ingrid Michaelson	Afterlife	US	Female	en	high
1355	Sufjan Stevens	Age of Adz	US	Male	en	high
3521	Parks, Squares and Alleys	Ageless	RU	Male		high
4746	Erykah Badu	Agitation	US	Female	en	high
1315	Astrud Gilberto	Agua De Beber	BR	Female	en	high
4951	Khaled	Aicha	DZ	Male	fr	low
3552	Kaaris	Aieaieouille	FR	Male	fr	low
2209	Com Truise	Air Cal	US	Male	no_lyrics	low
1550	Michael Jackson	Al Capone	US	Male	en	high
2697	Judy Collins	Albatross	US	Female	en	mid
4146	Alizée	Alcaline	FR	Female	fr	low
4187	Mitchell Tenpenny	Alcohol You Later	US	Male	en	mid
4265	Luísa Maita	Alento	BR	Female	pt	low
3619	Avril Lavigne	Alice	CA	Female	en	high
4731	Mylène Farmer	Alice	FR	Female	fr	high
1520	Robert Wyatt	Alife	UK	Male	en	mid
965	Robert Wyatt	Alifib	UK	Male	en	mid
2919	Jennifer Lopez	Alive	US	Female	en	high
71	Sia	Alive	AU	Female	en	high
3915	Cher	Alive Again	US	Female	en	high
985	IAMX	Alive In New Light	DE	Male	en	high
2127	Meja	All 'Bout the Money	SE	Female	en	mid
2179	Hilary Duff	All About You	US	Female	en	high
4935	Melanie C	All About You	UK	Female	en	high
4758	Brenda Lee	All Alone Am I	US	Female	en	low
3597	Kid Cudi	All Along	US	Male	en	mid
1340	Bob Dylan	All Along the Watchtower	US	Male	en	high
205	Justin Bieber	All Around the World	CA	Male	en	high
1871	Kanye West	All Falls Down	US	Male	en	high
3408	Billy Joel	All For Leyna	US	Male	en	high
414	Kelly Clarkson	All I Ever Wanted	US	Female	en	high
4760	Amerie	All I Need	US	Female	en	high
656	Kylie Minogue	All I See	AU	Female	en	high
315	Lydia	All I See	ES	Female	en	mid
2975	Ansel Elgort	All I Think About Is You	US	Male	en	low
814	Bob Moses	All I Want	US	Male	en	high
2203	Emma Bale	All I Want	BE	Female	en	low
18	Joni Mitchell	All I Want	CA	Female	en	high
3678	Agnes	All I Want Is You	US	Female	en	low
4822	Kid Cudi	All In	US	Male	en	mid
2833	Skrillex	All Is Fair In Love And Brostep	US	Male	en	high
2835	Ben Howard	All Is Now Harmed	UK	Male	en	high
1337	Luke Bryan	All My Friends Say	US	Male	en	mid
1549	Example	All Night	UK	Male	en	high
2375	Willie Nelson	All Of Me	US	Male	en	high
2571	Devin Dawson	All On Me	US	Male	en	low
3129	Frank Sinatra	All Or Nothing At All	US	Male	en	mid
4435	RuPaul	All Over Me	US	Female	en	high
3094	Angel Olsen	All Right Now	US	Female	en	high
1778	Elvis Presley	All Shook Up	US	Male	en	high
2295	Nando Reis	All Star	BR	Male	pt	low
2771	Bahamas	All The Time	CA	Male	en	mid
2590	Meghan Trainor	All The Ways	US	Female	en	mid
1248	Sting	All This Time	UK	Male	en	high
4849	Matt Nathanson	All We Are	US	Male	en	mid
3195	Benny Sings	All We Do For Love	NL	Male	en	low
1392	Dido	All You Want	UK	Female	en	high
2389	Tim Maia	All i want	BR	Male	pt	high
1614	Billie Holiday	All of You	US	Female	en	high
4962	Jessie Ware	All on You	UK	Female	en	mid
3048	Kim Petras	All the Time	US	Female	en	high
668	Tamar Braxton	All the Way Home	US	Female	en	mid
3582	Bosse	Alles ist jetzt	DE	Male	de	low
2235	Patrick Stump	Allie	US	Male	en	low
2100	Sabrina Carpenter	Almost Love	US	Female	en	high
1673	Anika Noni Rose	Almost There	US	Female	en	mid
2708	Céline Dion	Alone	CA	Female	en	high
3118	Laura Marling	Alpha Shallows	UK	Female	en	high
2038	Beck	Already Dead	DK	Male	en	high
1220	Ty Segall	Alta	US	Male	en	high
4942	Andrés Calamaro	Alta Suciedad	AR	Male	es	low
3092	Foxes in Fiction	Altars	US	Male	en	low
167	Belchior	Alucinacao	BR	Male	pt	high
929	Gavin James	Always	IE	Male	en	high
3525	Owl City	Always	US	Male	en	high
180	David Bowie	Always Crashing in the Same Car	UK	Male	en	high
4974	Gary Moore	Always Gonna Love You	UK	Male	en	high
4320	Angel Olsen	Always Half Strange	US	Female	en	high
4356	James Blunt	Always Hate Me	UK	Male	en	high
3664	Ane Brun	Always On My Mind	NO	Female	en	high
1152	Elvis Presley	Always On My Mind	US	Male	en	high
236	Love	Always See Your Face	JP	Female	en	high
697	Michael Kiwanuka	Always Waiting	UK	Male	en	low
2136	India.Arie	Always in My Head	US	Female	en	mid
4791	Anahí	Alérgico	MX	Female	es	mid
4218	Tori Amos	Amber Waves	US	Female	en	high
472	Joni Mitchell	Amelia	CA	Female	en	high
1399	Lana Del Rey	American	US	Female	en	high
3672	Bonnie McKee	American Girl	US	Female	en	low
2971	Rihanna	American Oxygen	UK	Female	en	high
4888	Paul Simon	American Tune	US	Male	en	high
1553	Elis Regina	Amor Até O Fim	BR	Female	pt	high
2844	Beyoncé	Amor Gitano	US	Female	en	high
1577	Frejat	Amor Pra Recomeçar	BR	Male	no_lyrics	mid
3995	Claudia Leitte	Amor Toda Hora	BR	Female	pt	mid
2184	Atlas Sound	Amplifiers	US	Male	en	high
1516	Gregory Alan Isakov	Amsterdam	US	Male		high
3317	Ryan Adams	Amy	US	Male	en	high
4461	Amy Winehouse	Amy Amy Amy	UK	Female	en	high
3750	Dante Ramon Ledesma	América Latina	BR	Male		mid
1560	David Bowie	An Occasional Dream	UK	Male	en	high
187	Nicki Minaj	Anaconda	US	Female	en	high
4286	Jvcki Wai	Anarchy	KR	Female	ko	low
1484	Carpenter Brut	Anarchy Road	FR	Male	no_lyrics	high
3165	Chelsea Wolfe	Ancestors, the Ancients	US	Female	en	high
461	Novo Amor	Anchor	UK	Male	en	high
4567	Sophia Black	Anchor	US	Female		low
3730	YEZI	Anck Su Namum	KR	Female	ko	mid
4852	Greg Laswell	And Then You	US	Male	en	mid
4151	Salvador Sobral	Anda Estragar-me Os Planos	PT	Male	pt	mid
2340	Gilberto Gil	Andar Com Fé	BR	Male	pt	high
4987	Rita Lee	Ando Jururu	BR	Female	pt	mid
451	Howard Shore	Andúril	CA	Male	no_lyrics	high
2836	Akon	Angel	SN	Male	en	high
3855	Jack Johnson	Angel	US	Male		high
4195	Jon Secada	Angel	US	Male	en	low
4555	Madonna	Angel	US	Female	en	high
912	Cass McCombs	Angel Blood	US	Male	en	high
596	Four Tet	Angel Echoes	UK	Male	no_lyrics	high
3580	Ella Fitzgerald	Angel Eyes	US	Female	en	high
140	Elliott Smith	Angel in the Snow	US	Male	en	high
2812	Morrissey	Angel, Angel, Down We Go Together	UK	Male	en	high
192	PJ Harvey	Angelene	UK	Female	en	high
389	Elliott Smith	Angeles	US	Male	en	high
483	A$AP Rocky	Angels	US	Male	en	low
121	Mariah Carey	Angels Cry	US	Female	en	high
3754	Trey Songz	Animal	US	Male	en	low
1744	Martin Garrix	Animals	NL	Male	en	mid
4867	Steven Price	Aningaaq	UK	Male	no_lyrics	mid
1590	Mac DeMarco	Annie	CA	Male	en	high
4858	Rejjie Snow	Annie	IE	Male	en	high
1848	My Brightest Diamond	Another Chance	US	Female	en	high
327	Ben Howard	Another Friday Night	UK	Male	en	high
937	Tom Odell	Another Love	UK	Male	en	high
637	Michael Jackson	Another Part of Me	US	Male	en	high
3531	Sam Cooke	Another Saturday Night	US	Male	en	high
2317	Hercules and Love Affair	Answers Come in Dreams	UK	Male	en	low
3329	Arthur Russell	Answers Me	US	Male	en	high
1375	John Cale	Antarctica Starts Here	US	Male	en	high
1092	Kasia Kowalska	Antidotum	PL	Female	pl	low
3787	Ana Tijoux	Antipatriarca	CL	Female	es	low
1354	Shakira	Antologia	CO	Female	es	high
2055	edIT	Ants	UK	Male	no_lyrics	mid
3593	Ladyhawke	Anxiety	NZ	Female	en	high
4690	Mika	Any Other World	BA	Male	en	high
2491	George Harrison	Any Road	UK	Male	en	high
1557	SZA	Anything	US	Female	en	high
1075	Ellie Goulding	Anything Could Happen	UK	Female	en	high
651	Gloria Estefan	Anything for You	US	Female	en	high
201	Rita Ora	Anywhere	UK	Female	en	high
2424	Marisa Monte	Ao Meu Redor	BR	Female	pt	high
3219	Balam Acab	Apart	US	Male	no_lyrics	low
4374	The Kinks	Apeman	US	Male	en	high
620	Tame Impala	Apocalypse Dreams	AU	Male	en	high
4326	Anastacia	Apology	US	Female	en	high
537	Marika Hackman	Apple Tree	UK	Female	en	high
1638	Lily Allen	Apples	UK	Female	en	high
897	Elis Regina	Aprendendo A Jogar	BR	Female	pt	high
1275	Rufus Wainwright	April Fools	CA	Male	en	high
1678	Ella Fitzgerald	April in Paris	US	Female	en	high
3468	Toquinho	Aquarela	BR	Male	pt	mid
4030	Gal Costa	Aquarela Do Brasil	BR	Female	pt	high
3723	Galt Macdermot	Aquarius	CA	Male	no_lyrics	mid
1461	Sandy	Aquela dos 30	FR	Female	pt	mid
27	Gilberto Gil	Aquele Abraço	BR	Male	pt	high
273	Djavan	Aquele Um	BR	Male	pt	high
323	Gilberto Gil	Aqui E Agora	BR	Male	pt	high
3797	Duncan Laurence	Arcade	NL	Male	en	high
4891	The Kite String Tangle	Arcadia	AU	Male	en	low
2465	Peter Doherty	Arcady	UK	Male	en	low
3990	PINK GUY	Are You Serious	JP	Male	en	high
4641	Janet Jackson	Are You Still Up	US	Female	en	high
1432	Waylon Jennings	Are You Sure Hank Done It This Way	US	Male	en	mid
1458	Lost Frequencies	Are You With Me	BE	Male	en	high
1357	Lost Frequencies	Are You With Me - Radio Edit	BE	Male	en	high
442	Paulinho Da Viola	Argumento	BR	Male	pt	mid
1211	Marilyn Manson	Arma-Goddamn-Motherfuckin-Geddon	US	Male	en	high
3061	Paul Simon	Armistice Day	US	Male	en	high
4194	Joss Stone	Arms of My Baby	UK	Female		high
365	Ellie Goulding	Army	UK	Female	en	high
902	Kate Bush	Army Dreamers	UK	Female		high
3643	Andreas Johnson	Army Of Us	SE	Male	en	mid
42	Björk	Army of Me	IS	Female	en	high
2441	Thomas Newman	Arose	US	Male	no_lyrics	mid
4077	Thalía	Arrasando	MX	Female	es	mid
3739	Missy Higgins	Arrows	AU	Female	en	low
2336	Tori Kelly	Art Of Letting You Go	US	Female	en	mid
828	George Harrison	Art of Dying	UK	Male	en	high
4408	Wiktoria	As I Lay Me Down	SE	Female	en	low
4756	Loreena McKennitt	As I Roved Out	CA	Female	en	mid
209	Justin Bieber	As Long as You Love Me	CA	Male	en	high
4784	Vanessa da Mata	As Palavras	BR	Female	pt	high
1603	David Bowie	As The World Falls Down	UK	Male	en	high
1867	Chico Buarque	As Vitrines	BR	Male	pt	high
328	The Weeknd	As You Are	CA	Male	en	high
4830	Céu	Asfalto E Sal	BR	Female	pt	high
4393	Weyes Blood	Ashes	US	Female	en	high
2626	A Fine Frenzy	Ashes and Wine	US	Female	en	mid
2924	Cate le Bon	Aside From Growing Old	UK	Female		high
4067	Bridget St. John	Ask Me No Questions	UK	Female	en	low
758	Emily Browning	Asleep	AU	Female	en	low
4015	Lulu Santos	Assim Caminha A Humanidade	BR	Male	pt	mid
3123	Spinvis	Astronaut	NL	Male	nl	high
2237	James Blake	At Birth	UK	Male	en	high
3614	Céline Dion	At Last	CA	Female	en	high
92	Neko Case	At Last	US	Female	en	high
3034	Janis Ian	At Seventeen	US	Female	en	low
2989	Lil Lotus	At The Top of Your Lungs	US	Male	en	mid
3651	Björk	Atom Dance	IS	Female	en	high
3137	Dernière Volonté	Au Travers Des Lauriers	FR	Male	no_lyrics	high
2907	Rome	August Spies	IL	Male	en	high
532	Mineral	Aurora	FI	Male	en	high
3171	Ashlee Simpson	Autobiography	US	Female	en	high
3494	Freddie Gibbs	Automatic	US	Male	en	low
3181	Kylie Minogue	Automatic Love	AU	Female	en	high
3603	Britney Spears	Autumn Goodbye	US	Female	en	high
842	Courtney Barnett	Avant Gardener	AU	Female	en	high
4734	MAVI PHOENIX	Aventura	AT	Male	en	low
2014	Agnes Obel	Avenue	DK	Female	en	mid
1667	George Harrison	Awaiting on You All	UK	Male	en	high
2393	Veronica Maggio	Ayahuasca	SE	Female	sv	high
2094	Milow	Ayo Technology	BE	Male	en	high
4686	Qveen Herby	BDE	US	Female	en	low
142	Kate Bush	Babooshka	UK	Female		high
959	Devendra Banhart	Baby	US	Male	en	high
4684	Eminem	Baby	US	Male	en	high
1818	Helena Deland	Baby	CA	Female	en	mid
208	Michael Jackson	Baby Be Mine	US	Male	en	high
1155	Tracy Chapman	Baby Can I Hold You	US	Female	en	high
2125	Toro y Moi	Baby Drive It Down	US	Male	en	high
968	Ariana Grande	Baby I	US	Female	en	high
2297	Syd Barrett	Baby Lemonade	UK	Male	en	mid
2247	Lush	Baby Talk	FI	Male	en	high
3232	Jackie Wilson	Baby Workout	US	Male	en	low
2130	Aretha Franklin	Baby, Baby, Baby	US	Female	en	high
4536	Peter Frampton	Baby, I Love Your Way	UK	Male	en	mid
3951	Bob Dylan	Baby, Let Me Follow You Down	US	Male	en	high
544	Gilberto Gil	Babá Alapalá	BR	Male	pt	high
944	Caribou	Back Home	CA	Male	en	high
3584	Steve Winwood	Back In The High Life Again	UK	Male	en	high
3132	Selena Gomez	Back To You - Riton & Kah-Lo Remix	US	Female	en	high
4859	Robin Thicke	Back Together	US	Male	en	mid
1253	Brian McKnight	Back at One	US	Male	en	high
347	Christina Aguilera	Back in the Day	US	Female	en	high
1857	Norah Jones	Back to Manhattan	US	Female	en	high
4349	Nina Simone	Backlash Blues	US	Female	en	high
411	Kendrick Lamar	Backseat Freestyle	US	Male	en	high
2446	Dan Croll	Bad Boy	UK	Male	en	mid
1136	Ice Cube	Bad Dope	US	Male	en	high
581	Niykee Heaton	Bad Guy	US	Female		high
477	Rory Gallagher	Bad Penny	IE	Male	en	high
1190	Juan Magán	Bailando Por Ahi	ES	Male	es	mid
3722	Colter Wall	Ballad of a Law Abiding Sophisticate	CA	Male		mid
2097	Bob Dylan	Ballad of a Thin Man	US	Male	en	high
1378	Betta Lemme	Bambola	US	Female	en	high
238	Jessie J	Bang Bang	UK	Female	en	high
3773	Jessie J, Ariana Grande & Nicki Minaj	Bang Bang	UK	Female		low
3897	Christina Perri	Bang Bang Bang	US	Female	en	high
2028	Tracy Chapman	Bang Bang Bang	US	Female	en	high
2175	Beth Hart	Bang Bang Boom Boom	US	Female	en	mid
3524	Patti Smith	Banga	US	Female	en	high
1490	Nicki Minaj	Barbie Dreams	US	Female	en	high
2872	Max George	Barcelona	UK	Male	en	low
2035	Duncan Sheik	Barely Breathing	US	Male	en	high
3087	Brian Wilson	Barnyard	US	Male	en	high
969	Meat Loaf	Bat Out of Hell	US	Male	en	high
2264	Cat Power	Bathysphere	US	Female	en	high
2734	Machine Head	Battery	JP	Male	en	high
3703	Colbie Caillat	Battle	US	Female	en	mid
3667	Jack White	Battle Cry	US	Male	en	high
2119	Tame Impala	Be Above It	AU	Male	en	high
4824	Leonard Cohen	Be For Real	CA	Male	en	high
4723	Sally Dige	Be Gone	DE	Female		mid
1283	George Harrison	Be Here Now	UK	Male	en	high
476	Frank Turner	Be More Kind	UK	Male	en	high
4159	Norah Jones	Be My Somebody	US	Female	en	high
2051	Gene Vincent	Be-Bop-a-Lula	US	Male	en	low
200	Robyn	Beach2k20	SE	Female	en	high
4984	Lloyd Banks	Beamer, Benz Or Bentley	US	Male	en	mid
4643	Agnes Obel	Beast	DK	Female	en	mid
2208	Bette Midler	Beast of Burden	US	Female	en	mid
3866	Rome	Beasts Of Prey	IL	Male	en	high
4087	Júníus Meyvant	Beat Silent Need	IS	Male	en	high
4514	Damian Marley	Beautiful	JM	Male	en	low
4120	Kylie Minogue	Beautiful	AU	Female	en	high
4626	Kerli	Beautiful Day	EE	Female	en	mid
3217	Mika	Beautiful Disaster	BA	Male	en	high
388	Gui Boratto	Beautiful Life	BR	Male	no_lyrics	mid
4937	Melanie C	Beautiful Mind	UK	Female	en	high
1274	Mark Pritchard	Beautiful People	UK	Male	no_lyrics	mid
1065	Jesse McCartney	Beautiful Soul	US	Male	en	high
1742	Kevin Morby	Beautiful Strangers	US	Male	en	high
1196	AFI	Beautiful Thieves	US	Female	en	high
1722	Rufus Wainwright	Beauty Mark	CA	Male	en	high
2880	Natalie Imbruglia	Beauty on the Fire	AU	Female	en	high
3694	Wander Wildner	Bebendo Vinho	BR	Male	pt	low
4639	Janet Jackson	Because of Love	US	Female	en	high
50	Kelly Clarkson	Because of You	US	Female	en	high
263	Nick Drake	Been Smoking Too Long	UK	Male	en	high
2570	Emma Bunton	Been There, Done That	UK	Female	en	low
4611	Jessica Mauboy	Been Waiting	AU	Female	en	low
2371	Toby Keith	Beer For My Horses	US	Male	en	low
4042	Ty Segall	Bees	US	Male	en	high
1427	Rush	Before and After	US	Male	en	high
4380	Florrie	Begging Me	UK	Female	en	mid
723	Etherwood	Begin By Letting Go	UK	Male	en	high
571	Kelly Clarkson	Behind These Hazel Eyes	US	Female	en	high
766	Johnny Hooker	Beija Flor	BR	Male		high
2313	Valesca Popozuda	Beijinho no Ombro	BR	Female	pt	low
3677	Per Gessle	Being with you	SE	Male	sv	low
3357	Elton John	Believe	UK	Male	en	high
3616	Justin Bieber	Believe	CA	Male	en	high
2854	Ellie Goulding	Believe Me	UK	Female	en	high
67	Wolfine	Bella	CO	Male	es	low
2387	hoops	Benjals	ES	Male	en	low
4138	Vinícius de Moraes	Berimbau	BR	Male		low
4781	Rozalén	Berlin	ES	Female	es	mid
2840	Patrick Wolf	Bermondsey Street	UK	Male	en	mid
4196	50 Cent	Best Friend	US	Male	en	mid
4659	Gavin DeGraw	Best I Ever Had	US	Male	en	mid
4961	Kris Kristofferson	Best of All Possible Worlds	US	Male	en	low
4902	Michael Jackson	Best of Joy	US	Male	en	high
3120	Anastacia	Best of You	US	Female	en	high
1322	Nick Hakim	Bet She Looks Like You	US	Male	en	high
88	Lil Xan	Betrayed	US	Male	en	high
3806	BANKS	Better	US	Female	en	high
4924	Melanie C	Better Alone	UK	Female	en	high
33	Graham Nash	Better Days	UK	Male	en	mid
3193	Beth Hart	Better Man	US	Female	en	mid
4465	Delroy Wilson	Better Must Come	JM	Male	en	low
2776	Taylor Swift	Better Than Revenge	US	Female	en	high
1956	Bill Withers	Better off Dead	US	Male	en	mid
3793	Rush	Between Sun & Moon	US	Male	en	high
559	Madeleine Peyroux	Between The Bars	US	Female	en	mid
1534	Emperor	Beyond the Great Vast Forest	UK	Male	en	high
4982	Brothertiger	Beyond the Infinite	US	Male	en	low
1329	Chuck Berry	Big Boys	US	Male	en	high
1900	Johnny Cash	Big River	US	Male	en	high
1496	Dozer	Big Sky Theory	NL	Male	en	mid
239	Peter Gabriel	Big Time	UK	Male	en	high
9	Björk	Big Time Sensuality	IS	Female	en	high
567	Eminem	Big Weenie	US	Male	en	high
1347	St. Lucia	Bigger	DE	Male	en	high
