BR	27	m	513
RU	21	f	514
UK	37	m	515
US	36	m	516
SE	15	f	517
NO	37	m	518
PL	20	f	519
VN	28	m	520
BR	19	m	521
SE	20	m	522
US	28	m	523
MX	17	m	524
FI	21	m	525
ES	21	m	526
FI	26	m	527
US	32	f	528
BR	18	f	529
BR	17	f	530
JP	21	m	531
BR	23	m	532
US	22	f	533
RU	20	m	534
BR	17	f	535
US	30	m	536
BR	20	f	537
RU	19	m	538
DE	22	m	539
UA	20	m	540
UK	19	m	541
RU	23	m	542
BR	29	m	543
PL	18	m	544
RU	19	m	545
PL	18	m	546
CA	16	m	547
AT	17	m	548
ID	24	m	549
BR	20	m	550
SI	22	m	551
RU	19	f	552
BR	19	m	553
BR	16	m	554
ES	22	m	555
BR	15	f	556
RU	19	m	557
RU	20	f	558
KG	21	m	559
BR	33	m	560
DE	20	f	561
FR	19	m	562
PL	20	m	563
US	19	m	564
FI	14	m	565
UK	17	m	566
UK	21	f	567
BR	18	m	568
SE	18	m	569
BR	26	f	570
CR	24	m	571
SE	21	m	572
RU	18	m	573
RS	26	m	574
BY	20	m	575
BR	28	m	576
DE	26	m	577
BR	17	f	578
BR	20	m	579
RU	20	m	580
US	21	m	581
BR	14	f	582
DE	17	f	583
FI	17	m	584
BR	19	m	585
HU	21	f	586
BR	22	m	587
PL	17	m	588
UK	18	m	589
UA	26	m	590
BR	19	f	591
PL	19	m	592
PL	16	f	593
CN	21	m	594
PL	21	f	595
AR	20	m	596
DE	18	f	597
AT	18	f	598
MX	20	m	599
AR	31	m	600
BR	20	m	601
RU	42	m	602
MX	101	m	603
RU	17	f	604
RS	24	m	605
US	17	f	606
BR	17	f	607
US	40	m	608
UK	31	m	609
UA	18	f	610
US	47	m	611
US	19	m	612
US	20	f	613
UK	17	m	614
FR	22	m	615
BE	22	m	616
RU	17	m	617
BR	17	m	618
BR	28	m	619
RU	18	f	620
BR	20	m	621
BR	16	m	622
MK	24	m	623
PL	25	f	624
FI	22	m	625
ID	31	m	626
DE	22	m	627
FR	17	m	628
MX	24	m	629
CA	36	f	630
ID	15	m	631
PE	27	m	632
US	37	m	633
CL	83	f	634
PL	21	f	635
DE	21	m	636
US	13	m	637
HR	27	m	638
UA	16	f	639
BR	20	m	640
BR	18	m	641
CZ	16	m	642
US	18	m	643
PL	20	m	644
RU	16	f	645
DE	30	f	646
AU	22	f	647
FI	22	m	648
ID	20	m	649
CL	23	m	650
SE	33	m	651
UA	20	m	652
SE	21	m	653
BR	15	m	654
